"CS_reference" "Paragon_reference" "Category"
"TraesCS5A03G0671000" "TraesPARA_EIv1.0_1563720" "Conserved"
"TraesCS5A03G0767400" "TraesPARA_EIv1.0_1554360" "Ambiguous"
"TraesCS5A03G0768200" "TraesPARA_EIv1.0_1554250" "Ambiguous"
"TraesCS5A03G0866900" "TraesPARA_EIv1.0_1543890" "Ambiguous"
"TraesCS5A03G0922900" "TraesPARA_EIv1.0_1538670" "Conserved"
"TraesCS5A03G0960500" "TraesPARA_EIv1.0_1535230" "Ambiguous"
"TraesCS5A03G1005300" "TraesPARA_EIv1.0_1531320" "Conserved"
"TraesCS5A03G1009900" "TraesPARA_EIv1.0_1530830" "Conserved"
"TraesCS5A03G1207400" "TraesPARA_EIv1.0_1512210" "Ambiguous"
"TraesCS5A03G1275500" "TraesPARA_EIv1.0_1505770" "Ambiguous"
"TraesCS5A03G1294600" "TraesPARA_EIv1.0_1503470" "Conserved"
"TraesCS5A03G0546100" "TraesPARA_EIv1.0_1575490" "Ambiguous"
"TraesCS5A03G0552900" "TraesPARA_EIv1.0_1574900" "Ambiguous"
"TraesCS5B03G0255200" "TraesPARA_EIv1.0_1652410" "Conserved"
"TraesCS5B03G0286300" "TraesPARA_EIv1.0_1655640" "Ambiguous"
"TraesCS5B03G0469200" "TraesPARA_EIv1.0_1674810" "Conserved"
"TraesCS5B03G0520000" "TraesPARA_EIv1.0_1679300" "Ambiguous"
"TraesCS5B03G0011400" "TraesPARA_EIv1.0_1627820" "Conserved"
"TraesCS5B03G1090800" "TraesPARA_EIv1.0_1735580" "Conserved"
"TraesCS5B03G1264800" "TraesPARA_EIv1.0_1752210" "Conserved"
"TraesCS5B03G0571900" "TraesPARA_EIv1.0_1683970" "Ambiguous"
"TraesCS5B03G0636300" "TraesPARA_EIv1.0_1690470" "Conserved"
"TraesCS5D03G0396100" "TraesPARA_EIv1.0_1802900" "Ambiguous"
"TraesCS6A03G0313000" "TraesPARA_EIv1.0_1918960" "Conserved"
"TraesCS6A03G0238800" "TraesPARA_EIv1.0_1911750" "Ambiguous"
"TraesCS6A03G0807500" "TraesPARA_EIv1.0_1965580" "Conserved"
"TraesCS6A03G0900100" "TraesPARA_EIv1.0_1974800" "Ambiguous"
"TraesCS6B03G0840700" "TraesPARA_EIv1.0_2075810" "Ambiguous"
"TraesCS6B03G0978700" "TraesPARA_EIv1.0_2088700" "Ambiguous"
"TraesCS6B03G0724300" "TraesPARA_EIv1.0_2064590" "Ambiguous"
"TraesCS6D03G0614600" "TraesPARA_EIv1.0_2153570" "Conserved"
"TraesCS6D03G0876600" "TraesPARA_EIv1.0_2126780" "Conserved"
"TraesCS7A03G0408100" "TraesPARA_EIv1.0_2266160" "Conserved"
"TraesCS7A03G0553200" "TraesPARA_EIv1.0_2280610" "Ambiguous"
"TraesCS7A03G0017900" "TraesPARA_EIv1.0_2228400" "Ambiguous"
"TraesCS7A03G1155300" "TraesPARA_EIv1.0_2340030" "Ambiguous"
"TraesCS7A03G1374400" "TraesPARA_EIv1.0_2363450" "Conserved"
"TraesCS7B03G0283300" "TraesPARA_EIv1.0_2393350" "Ambiguous"
"TraesCS7B03G0371000" "TraesPARA_EIv1.0_2401910" "Ambiguous"
"TraesCS7B03G0387400" "TraesPARA_EIv1.0_2403630" "Conserved"
"TraesCS7B03G0011900" "TraesPARA_EIv1.0_2366850" "Ambiguous"
"TraesCS7B03G0683200" "TraesPARA_EIv1.0_2433670" "Ambiguous"
"TraesCS1A03G0403400" "TraesPARA_EIv1.0_0063600" "Ambiguous"
"TraesCS1A03G0595800" "TraesPARA_EIv1.0_0046350" "Conserved"
"TraesCS1A03G0464100" "TraesPARA_EIv1.0_0058140" "Conserved"
"TraesCS1A03G0638100" "TraesPARA_EIv1.0_0042300" "Conserved"
"TraesCS1A03G0674900" "TraesPARA_EIv1.0_0038850" "Conserved"
"TraesCS1A03G0700800" "TraesPARA_EIv1.0_0036580" "Ambiguous"
"TraesCS1A03G0873700" "TraesPARA_EIv1.0_0019980" "Conserved"
"TraesCS1A03G0992000" "TraesPARA_EIv1.0_0016460" "Conserved"
"TraesCS1A03G1030200" "TraesPARA_EIv1.0_0005290" "Conserved"
"TraesCS1A03G1035600" "TraesPARA_EIv1.0_0004430" "Conserved"
"TraesCS1A03G0530700" "TraesPARA_EIv1.0_0052470" "Conserved"
"TraesCS1B03G0729700" "TraesPARA_EIv1.0_0173510" "Conserved"
"TraesCS1B03G0734200" "TraesPARA_EIv1.0_0174000" "Ambiguous"
"TraesCS1B03G0967200" "TraesPARA_EIv1.0_0196070" "Ambiguous"
"TraesCS1B03G1120800" "TraesPARA_EIv1.0_0210920" "Conserved"
"TraesCS2A03G0382500" "TraesPARA_EIv1.0_0425270" "Ambiguous"
"TraesCS2A03G0392500" "TraesPARA_EIv1.0_0424240" "Ambiguous"
"TraesCS2A03G0446900" "TraesPARA_EIv1.0_0419180" "Ambiguous"
"TraesCS2A03G0219600" "TraesPARA_EIv1.0_0440830" "Ambiguous"
"TraesCS2A03G0220000" "TraesPARA_EIv1.0_0440790" "Trans only"
"TraesCS2A03G0257200" "TraesPARA_EIv1.0_0437240" "Conserved"
"TraesCS2A03G0267700" "TraesPARA_EIv1.0_0436150" "Ambiguous"
"TraesCS2A03G0725800" "TraesPARA_EIv1.0_0392140" "Ambiguous"
"TraesCS2A03G0766200" "TraesPARA_EIv1.0_0388570" "Conserved"
"TraesCS2A03G1077500" "TraesPARA_EIv1.0_0358400" "Ambiguous"
"TraesCS2A03G1225400" "TraesPARA_EIv1.0_0344110" "Conserved"
"TraesCS2A03G0702200" "TraesPARA_EIv1.0_0394670" "Ambiguous"
"TraesCS2A03G0702600" "TraesPARA_EIv1.0_0394640" "Ambiguous"
"TraesCS2A03G0705100" "TraesPARA_EIv1.0_0394420" "Ambiguous"
"TraesCS2A03G0714400" "TraesPARA_EIv1.0_0393380" "Ambiguous"
"TraesCS2B03G0363800" "TraesPARA_EIv1.0_0584750" "Conserved"
"TraesCS2B03G0474800" "TraesPARA_EIv1.0_0574390" "Ambiguous"
"TraesCS2B03G0474900" "TraesPARA_EIv1.0_0574370" "Conserved"
"TraesCS2B03G0486800" "TraesPARA_EIv1.0_0573290" "Conserved"
"TraesCS2B03G0528100" "TraesPARA_EIv1.0_0568910" "Ambiguous"
"TraesCS2B03G0966900" "TraesPARA_EIv1.0_0527170" "Ambiguous"
"TraesCS2B03G1052100" "TraesPARA_EIv1.0_0519340" "Conserved"
"TraesCS2B03G1099500" "TraesPARA_EIv1.0_0515030" "Conserved"
"TraesCS2B03G1475000" "TraesPARA_EIv1.0_0478070" "Conserved"
"TraesCS2B03G1549500" "TraesPARA_EIv1.0_0469760" "Ambiguous"
"TraesCS2D03G0214000" "TraesPARA_EIv1.0_0648580" "Conserved"
"TraesCS2D03G0928200" "TraesPARA_EIv1.0_0725030" "Conserved"
"TraesCS2D03G1278500" "TraesPARA_EIv1.0_0762800" "Trans only"
"TraesCS3A03G0351300" "TraesPARA_EIv1.0_0804340" "Conserved"
"TraesCS3A03G0357900" "TraesPARA_EIv1.0_0804870" "Ambiguous"
"TraesCS3A03G0083400" "TraesPARA_EIv1.0_0777790" "Conserved"
"TraesCS3A03G0462200" "TraesPARA_EIv1.0_0814990" "Conserved"
"TraesCS3A03G0725900" "TraesPARA_EIv1.0_0840940" "Conserved"
"TraesCS3A03G0733000" "TraesPARA_EIv1.0_0841530" "Ambiguous"
"TraesCS3A03G0881700" "TraesPARA_EIv1.0_0855180" "Conserved"
"TraesCS3B03G0520500" "TraesPARA_EIv1.0_0996220" "Conserved"
"TraesCS3B03G0099100" "TraesPARA_EIv1.0_1038930" "Conserved"
"TraesCS3B03G0625300" "TraesPARA_EIv1.0_0986710" "Conserved"
"TraesCS3B03G0978800" "TraesPARA_EIv1.0_0952050" "Ambiguous"
"TraesCS3B03G0983900" "TraesPARA_EIv1.0_0951620" "Conserved"
"TraesCS3B03G0714900" "TraesPARA_EIv1.0_0977920" "Ambiguous"
"TraesCS3B03G0765600" "TraesPARA_EIv1.0_0973000" "Conserved"
"TraesCS3D03G0233000" "TraesPARA_EIv1.0_1075180" "Conserved"
"TraesCS3D03G0840700" "TraesPARA_EIv1.0_1141920" "Conserved"
"TraesCS3D03G0984800" "TraesPARA_EIv1.0_1156420" "Conserved"
"TraesCS4A03G0196100" "TraesPARA_EIv1.0_1288400" "Conserved"
"TraesCS4A03G0198000" "TraesPARA_EIv1.0_1288240" "Conserved"
"TraesCS4A03G0201900" "TraesPARA_EIv1.0_1287840" "Conserved"
"TraesCS4A03G0280400" "TraesPARA_EIv1.0_1280670" "Ambiguous"
"TraesCS4A03G0148800" "TraesPARA_EIv1.0_1292420" "Conserved"
"TraesCS4A03G0167900" "TraesPARA_EIv1.0_1290780" "Conserved"
"TraesCS4A03G0752000" "TraesPARA_EIv1.0_1235990" "Conserved"
"TraesCS4A03G0752600" "TraesPARA_EIv1.0_1235920" "Conserved"
"TraesCS4A03G0756900" "TraesPARA_EIv1.0_1235480" "Conserved"
"TraesCS4A03G0798300" "TraesPARA_EIv1.0_1230470" "Ambiguous"
"TraesCS4A03G0866700" "TraesPARA_EIv1.0_1222850" "Conserved"
"TraesCS4A03G1221200" "TraesPARA_EIv1.0_1185490" "Conserved"
"TraesCS4A03G0462400" "TraesPARA_EIv1.0_1262970" "Ambiguous"
"TraesCS4B03G0040800" "TraesPARA_EIv1.0_1310820" "Conserved"
"TraesCS4B03G0676200" "TraesPARA_EIv1.0_1373560" "Conserved"
"TraesCS4B03G0693600" "TraesPARA_EIv1.0_1375570" "Conserved"
"TraesCS4B03G0511900" "TraesPARA_EIv1.0_1357800" "Conserved"
"TraesCS4D03G0092400" "TraesPARA_EIv1.0_1417430" "Ambiguous"
"TraesCS4D03G0150500" "TraesPARA_EIv1.0_1423580" "Conserved"
"TraesCS4D03G0513900" "TraesPARA_EIv1.0_1463340" "Conserved"
"TraesCS5A03G0201900" "TraesPARA_EIv1.0_1607310" "Conserved"
"TraesCS5A03G0241700" "TraesPARA_EIv1.0_1603580" "Conserved"
"TraesCS5A03G0063200" "TraesPARA_EIv1.0_1620580" "Conserved"
"TraesCS5A03G0082300" "TraesPARA_EIv1.0_1618710" "Conserved"
"TraesCS5A03G0135000" "TraesPARA_EIv1.0_1613710" "Conserved"
"TraesCS5A03G0170500" "TraesPARA_EIv1.0_1610210" "Ambiguous"
"TraesCS5A03G0025400" "TraesPARA_EIv1.0_1624310" "Conserved"
"TraesCS5A03G0640000" "TraesPARA_EIv1.0_1566630" "Conserved"
"TraesCS5A03G0649100" "TraesPARA_EIv1.0_1565710" "Ambiguous"
"TraesCS5A03G0675000" "TraesPARA_EIv1.0_1563350" "Ambiguous"
"TraesCS5A03G0676800" "TraesPARA_EIv1.0_1563160" "Conserved"
"TraesCS5A03G0716000" "TraesPARA_EIv1.0_1559570" "Conserved"
"TraesCS5A03G0891100" "TraesPARA_EIv1.0_1541720" "Ambiguous"
"TraesCS5A03G0952300" "TraesPARA_EIv1.0_1536030" "Ambiguous"
"TraesCS5A03G1245100" "TraesPARA_EIv1.0_1508570" "Ambiguous"
"TraesCS5A03G0540900" "TraesPARA_EIv1.0_1576100" "Ambiguous"
"TraesCS5A03G0597900" "TraesPARA_EIv1.0_1570720" "Conserved"
"TraesCS5B03G0128600" "TraesPARA_EIv1.0_1640020" "Ambiguous"
"TraesCS5B03G0164200" "TraesPARA_EIv1.0_1643970" "Conserved"
"TraesCS5B03G0973900" "TraesPARA_EIv1.0_1723540" "Conserved"
"TraesCS5B03G1075500" "TraesPARA_EIv1.0_1734060" "Conserved"
"TraesCS5B03G1153400" "TraesPARA_EIv1.0_1741540" "Conserved"
"TraesCS5B03G1172100" "TraesPARA_EIv1.0_1743390" "Conserved"
"TraesCS5B03G1251600" "TraesPARA_EIv1.0_1751060" "Conserved"
"TraesCS5B03G1309900" "TraesPARA_EIv1.0_1756700" "Ambiguous"
"TraesCS5B03G0665400" "TraesPARA_EIv1.0_1692770" "Conserved"
"TraesCS5D03G1143200" "TraesPARA_EIv1.0_1879370" "Conserved"
"TraesCS5D03G1218700" "TraesPARA_EIv1.0_1886620" "Conserved"
"TraesCS6A03G0431400" "TraesPARA_EIv1.0_1930160" "Conserved"
"TraesCS6A03G0225800" "TraesPARA_EIv1.0_1910640" "Ambiguous"
"TraesCS6A03G0664700" "TraesPARA_EIv1.0_1952420" "Ambiguous"
"TraesCS6A03G0880000" "TraesPARA_EIv1.0_1972670" "Conserved"
"TraesCS6A03G0957500" "TraesPARA_EIv1.0_1981060" "Conserved"
"TraesCS6B03G0483900" "TraesPARA_EIv1.0_2043560" "Conserved"
"TraesCS6B03G0526000" "TraesPARA_EIv1.0_2047470" "Ambiguous"
"TraesCS6B03G0097200" "TraesPARA_EIv1.0_2002890" "Conserved"
"TraesCS6B03G0770900" "TraesPARA_EIv1.0_2069080" "Conserved"
"TraesCS6B03G0838900" "TraesPARA_EIv1.0_2075590" "Ambiguous"
"TraesCS6B03G1038400" "TraesPARA_EIv1.0_2093800" "Ambiguous"
"TraesCS6B03G1054200" "TraesPARA_EIv1.0_2095840" "Conserved"
"TraesCS6D03G0640400" "TraesPARA_EIv1.0_2151020" "Conserved"
"TraesCS6D03G0893800" "TraesPARA_EIv1.0_2124920" "Conserved"
"TraesCS7A03G0400300" "TraesPARA_EIv1.0_2265450" "Conserved"
"TraesCS7A03G0452900" "TraesPARA_EIv1.0_2273130" "Conserved"
"TraesCS7A03G0487600" "TraesPARA_EIv1.0_2269530" "Conserved"
"TraesCS7A03G0543100" "TraesPARA_EIv1.0_2279670" "Ambiguous"
"TraesCS7A03G0544600" "TraesPARA_EIv1.0_2279800" "Conserved"
"TraesCS7A03G0555700" "TraesPARA_EIv1.0_2280770" "Conserved"
"TraesCS7A03G0572000" "TraesPARA_EIv1.0_2282460" "Ambiguous"
"TraesCS7A03G0843500" "TraesPARA_EIv1.0_2310250" "Conserved"
"TraesCS7A03G0883200" "TraesPARA_EIv1.0_2313960" "Conserved"
"TraesCS7A03G1019000" "TraesPARA_EIv1.0_2326240" "Conserved"
"TraesCS7A03G0762200" "TraesPARA_EIv1.0_2301850" "Ambiguous"
"TraesCS7A03G0768100" "TraesPARA_EIv1.0_2302450" "Ambiguous"
"TraesCS7A03G0785700" "TraesPARA_EIv1.0_2304330" "Conserved"
"TraesCS7B03G0282300" "TraesPARA_EIv1.0_2393310" "Conserved"
"TraesCS7B03G1178600" "TraesPARA_EIv1.0_2484490" "Conserved"
"TraesCS7D03G0253600" "TraesPARA_EIv1.0_2530130" "Conserved"
"TraesCS7D03G0316600" "TraesPARA_EIv1.0_2536020" "Conserved"
"TraesCS1B03G0688800" "TraesPARA_EIv1.0_0169570" "Ambiguous"
"TraesCS1D03G0822600" "TraesPARA_EIv1.0_0307770" "Ambiguous"
"TraesCS3A03G0992300" "TraesPARA_EIv1.0_0865620" "Trans only"
"TraesCS7D03G0225200" "TraesPARA_EIv1.0_2526830" "Conserved"
