CS11.A	CS11.B	CS11.D
TraesCS2A02G480000.1	TraesCS2B02G504800.1	TraesCS2D02G479200.1
TraesCS2A02G480200.1	TraesCS2B02G505000.1	TraesCS2D02G479500.1
TraesCS2A02G480300.1	TraesCS2B02G505100.1	TraesCS2D02G479600.1
TraesCS2A02G480500.1	TraesCS2B02G505400.2	TraesCS2D02G479900.1
TraesCS2A02G480900.1	TraesCS2B02G506600.1	TraesCS2D02G481000.1
TraesCS2A02G482400.1	TraesCS2B02G508900.2	TraesCS2D02G482500.1
TraesCS2A02G483400.1	TraesCS2B02G509700.1	TraesCS2D02G483300.1
TraesCS2A02G485800.1	TraesCS2B02G512500.1	TraesCS2D02G485800.1
TraesCS2A02G486400.1	TraesCS2B02G513100.1	TraesCS2D02G486300.1
TraesCS2A02G486600.1	TraesCS2B02G513600.1	TraesCS2D02G486800.1
TraesCS2A02G486900.1	TraesCS2B02G513700.1	TraesCS2D02G486900.1
TraesCS2A02G487000.2	TraesCS2B02G514100.1	TraesCS2D02G487300.1
TraesCS2A02G487400.1	TraesCS2B02G514400.1	TraesCS2D02G487500.1
TraesCS2A02G487500.1	TraesCS2B02G514800.1	TraesCS2D02G487700.1
TraesCS2A02G487800.1	TraesCS2B02G515400.1	TraesCS2D02G488100.1
TraesCS2A02G487900.2	TraesCS2B02G515500.1	TraesCS2D02G488200.1
TraesCS2A02G488100.1	TraesCS2B02G515700.1	TraesCS2D02G488400.1
TraesCS2A02G488200.1	TraesCS2B02G515800.1	TraesCS2D02G488500.1
TraesCS2A02G488300.1	TraesCS2B02G515900.1	TraesCS2D02G488600.1
TraesCS2A02G488400.1	TraesCS2B02G516000.1	TraesCS2D02G488700.1
TraesCS2A02G488600.1	TraesCS2B02G516400.1	TraesCS2D02G488900.2
TraesCS2A02G488700.1	TraesCS2B02G516500.1	TraesCS2D02G489000.1
TraesCS2A02G488900.1	TraesCS2B02G516700.2	TraesCS2D02G489200.2
TraesCS2A02G489000.1	TraesCS2B02G516800.1	TraesCS2D02G489300.1
TraesCS2A02G489700.2	TraesCS2B02G517600.1	TraesCS2D02G490000.1
TraesCS2A02G490000.1	TraesCS2B02G518300.1	TraesCS2D02G490400.1
TraesCS2A02G490100.1	TraesCS2B02G518400.1	TraesCS2D02G490500.1
TraesCS2A02G490200.1	TraesCS2B02G518500.1	TraesCS2D02G490600.1
TraesCS2A02G491000.1	TraesCS2B02G519200.2	TraesCS2D02G491200.2
TraesCS2A02G491400.3	TraesCS2B02G519600.2	TraesCS2D02G491700.1
TraesCS2A02G492200.1	TraesCS2B02G520300.1	TraesCS2D02G492400.1
TraesCS2A02G492300.1	TraesCS2B02G520500.3	TraesCS2D02G492600.1
TraesCS2A02G492400.4	TraesCS2B02G520600.3	TraesCS2D02G492700.3
TraesCS2A02G492800.1	TraesCS2B02G520900.1	TraesCS2D02G493000.1
TraesCS2A02G492900.2	TraesCS2B02G521000.1	TraesCS2D02G493100.2
TraesCS2A02G493700.1	TraesCS2B02G521700.1	TraesCS2D02G493600.1
TraesCS2A02G493800.1	TraesCS2B02G521800.1	TraesCS2D02G493700.1
TraesCS2A02G495100.1	TraesCS2B02G523300.1	TraesCS2D02G495500.1
TraesCS2A02G495500.1	TraesCS2B02G523800.1	TraesCS2D02G495800.1
TraesCS2A02G495600.1	TraesCS2B02G523900.1	TraesCS2D02G495900.1
TraesCS2A02G495700.1	TraesCS2B02G524000.1	TraesCS2D02G496000.1
TraesCS2A02G495800.1	TraesCS2B02G524100.2	TraesCS2D02G496100.2
TraesCS2A02G495900.1	TraesCS2B02G524200.1	TraesCS2D02G496200.1
TraesCS2A02G496000.1	TraesCS2B02G524300.1	TraesCS2D02G496300.1
TraesCS2A02G496100.1	TraesCS2B02G524400.3	TraesCS2D02G496400.1
TraesCS2A02G496200.1	TraesCS2B02G524500.1	TraesCS2D02G496500.1
TraesCS2A02G497000.1	TraesCS2B02G525300.1	TraesCS2D02G497200.1
TraesCS2A02G497200.1	TraesCS2B02G525500.1	TraesCS2D02G497400.1
TraesCS2A02G497500.1	TraesCS2B02G525700.1	TraesCS2D02G497500.1
TraesCS2A02G497600.1	TraesCS2B02G525800.1	TraesCS2D02G497800.1
TraesCS2A02G497800.1	TraesCS2B02G526000.1	TraesCS2D02G497900.1
TraesCS2A02G497900.1	TraesCS2B02G526100.1	TraesCS2D02G498000.1
TraesCS2A02G498000.3	TraesCS2B02G526200.3	TraesCS2D02G498100.1
TraesCS2A02G498600.1	TraesCS2B02G526700.1	TraesCS2D02G498900.1
TraesCS2A02G498800.1	TraesCS2B02G526900.1	TraesCS2D02G499100.1
TraesCS2A02G499000.1	TraesCS2B02G527100.1	TraesCS2D02G499200.1
TraesCS2A02G499100.1	TraesCS2B02G527300.1	TraesCS2D02G499300.1
TraesCS2A02G499400.1	TraesCS2B02G527600.1	TraesCS2D02G499500.1
TraesCS2A02G499600.1	TraesCS2B02G527700.1	TraesCS2D02G499700.1
TraesCS2A02G499800.1	TraesCS2B02G527800.1	TraesCS2D02G500000.1
TraesCS2A02G500200.1	TraesCS2B02G528100.2	TraesCS2D02G500400.1
TraesCS2A02G500300.1	TraesCS2B02G528200.1	TraesCS2D02G500500.1
TraesCS2A02G500600.1	TraesCS2B02G528500.1	TraesCS2D02G500800.1
TraesCS2A02G500700.1	TraesCS2B02G528600.1	TraesCS2D02G500900.1
TraesCS2A02G501200.1	TraesCS2B02G529300.1	TraesCS2D02G501700.1
TraesCS2A02G501300.1	TraesCS2B02G529400.1	TraesCS2D02G501800.2
TraesCS2A02G501500.1	TraesCS2B02G529600.1	TraesCS2D02G502000.1
TraesCS2A02G501600.1	TraesCS2B02G529800.1	TraesCS2D02G502100.1
TraesCS2A02G501700.1	TraesCS2B02G529900.1	TraesCS2D02G502200.1
TraesCS2A02G501800.1	TraesCS2B02G530000.2	TraesCS2D02G502300.1
TraesCS2A02G501900.1	TraesCS2B02G530100.1	TraesCS2D02G502400.1
TraesCS2A02G502100.1	TraesCS2B02G530200.1	TraesCS2D02G502600.1
TraesCS2A02G502300.1	TraesCS2B02G530400.1	TraesCS2D02G502900.2
TraesCS2A02G502400.1	TraesCS2B02G530500.1	TraesCS2D02G503000.1
TraesCS2A02G503100.1	TraesCS2B02G531100.1	TraesCS2D02G503900.1
TraesCS2A02G503200.3	TraesCS2B02G531200.1	TraesCS2D02G504000.2
TraesCS2A02G503700.1	TraesCS2B02G532000.1	TraesCS2D02G504300.1
TraesCS2A02G503800.1	TraesCS2B02G532100.1	TraesCS2D02G504400.1
TraesCS2A02G504100.1	TraesCS2B02G532500.1	TraesCS2D02G504700.1
TraesCS2A02G504300.2	TraesCS2B02G532600.1	TraesCS2D02G504900.1
TraesCS2A02G504700.1	TraesCS2B02G532900.1	TraesCS2D02G505400.1
TraesCS2A02G504900.1	TraesCS2B02G533200.1	TraesCS2D02G505600.1
TraesCS2A02G505600.1	TraesCS2B02G534000.1	TraesCS2D02G506500.1
TraesCS2A02G505800.2	TraesCS2B02G534200.1	TraesCS2D02G506600.1
TraesCS2A02G505900.1	TraesCS2B02G534300.1	TraesCS2D02G506700.1
TraesCS2A02G506100.1	TraesCS2B02G534500.1	TraesCS2D02G506900.1
TraesCS2A02G506200.1	TraesCS2B02G534600.1	TraesCS2D02G507000.1
TraesCS2A02G506400.1	TraesCS2B02G534700.1	TraesCS2D02G507100.1
TraesCS2A02G506500.1	TraesCS2B02G534800.1	TraesCS2D02G507200.1
TraesCS2A02G507200.1	TraesCS2B02G535200.1	TraesCS2D02G507600.1
TraesCS2A02G507400.2	TraesCS2B02G535400.1	TraesCS2D02G507800.1
TraesCS2A02G507800.1	TraesCS2B02G535800.1	TraesCS2D02G508400.1
TraesCS2A02G507900.1	TraesCS2B02G536000.1	TraesCS2D02G508600.1
TraesCS2A02G508200.1	TraesCS2B02G536100.1	TraesCS2D02G508800.1
TraesCS2A02G508800.1	TraesCS2B02G537300.1	TraesCS2D02G510600.1
TraesCS2A02G511300.1	TraesCS2B02G539400.1	TraesCS2D02G512700.1
TraesCS2A02G511900.1	TraesCS2B02G539900.1	TraesCS2D02G513500.2
TraesCS2A02G512100.1	TraesCS2B02G540100.2	TraesCS2D02G513600.1
TraesCS2A02G512400.1	TraesCS2B02G540300.1	TraesCS2D02G513800.1
TraesCS2A02G512500.1	TraesCS2B02G540400.2	TraesCS2D02G513900.1
TraesCS2A02G513400.1	TraesCS2B02G541700.1	TraesCS2D02G515000.1
TraesCS2A02G513600.1	TraesCS2B02G541800.1	TraesCS2D02G515200.1
TraesCS2A02G514000.1	TraesCS2B02G542600.1	TraesCS2D02G515600.1
TraesCS2A02G514100.2	TraesCS2B02G542500.1	TraesCS2D02G515700.1
TraesCS2A02G514300.1	TraesCS2B02G542300.1	TraesCS2D02G515900.1
TraesCS2A02G514800.1	TraesCS2B02G543100.1	TraesCS2D02G516300.1
TraesCS2A02G514900.1	TraesCS2B02G543200.1	TraesCS2D02G516400.1
TraesCS2A02G515700.1	TraesCS2B02G544200.1	TraesCS2D02G517200.1
TraesCS2A02G516200.2	TraesCS2B02G544800.1	TraesCS2D02G517700.1
TraesCS2A02G516300.1	TraesCS2B02G545100.1	TraesCS2D02G518100.1
TraesCS2A02G517000.1	TraesCS2B02G545500.1	TraesCS2D02G518600.1
TraesCS2A02G517100.3	TraesCS2B02G545600.2	TraesCS2D02G518700.1
TraesCS2A02G517200.1	TraesCS2B02G545700.3	TraesCS2D02G518800.1
TraesCS2A02G517500.3	TraesCS2B02G546000.1	TraesCS2D02G519000.2
TraesCS2A02G517700.1	TraesCS2B02G546200.1	TraesCS2D02G519200.1
TraesCS2A02G518500.1	TraesCS2B02G546900.1	TraesCS2D02G519900.1
TraesCS2A02G518600.1	TraesCS2B02G547000.1	TraesCS2D02G520000.1
TraesCS2A02G519300.1	TraesCS2B02G547300.1	TraesCS2D02G520500.1
TraesCS2A02G519400.2	TraesCS2B02G547400.1	TraesCS2D02G520700.2
TraesCS2A02G519600.1	TraesCS2B02G547600.1	TraesCS2D02G520900.1
TraesCS2A02G520200.2	TraesCS2B02G549400.1	TraesCS2D02G521400.1
TraesCS2A02G520300.1	TraesCS2B02G549500.1	TraesCS2D02G521500.1
TraesCS2A02G520400.1	TraesCS2B02G549600.1	TraesCS2D02G521600.1
TraesCS2A02G520700.1	TraesCS2B02G550000.1	TraesCS2D02G522400.1
TraesCS2A02G521300.3	TraesCS2B02G550600.2	TraesCS2D02G523000.1
TraesCS2A02G521400.2	TraesCS2B02G550700.2	TraesCS2D02G523100.2
TraesCS2A02G521600.1	TraesCS2B02G551100.1	TraesCS2D02G523400.1
TraesCS2A02G521700.1	TraesCS2B02G551200.1	TraesCS2D02G523500.1
TraesCS2A02G521800.1	TraesCS2B02G551300.1	TraesCS2D02G523600.1
TraesCS2A02G522400.1	TraesCS2B02G552400.1	TraesCS2D02G524500.1
TraesCS2A02G523100.1	TraesCS2B02G552800.1	TraesCS2D02G525000.1
TraesCS2A02G523200.1	TraesCS2B02G553000.1	TraesCS2D02G525200.1
TraesCS2A02G523300.2	TraesCS2B02G553100.1	TraesCS2D02G525300.1
TraesCS2A02G523400.2	TraesCS2B02G553300.1	TraesCS2D02G525500.1
TraesCS2A02G523500.2	TraesCS2B02G553400.1	TraesCS2D02G525600.2
TraesCS2A02G523600.1	TraesCS2B02G553500.1	TraesCS2D02G525700.1
TraesCS2A02G523700.1	TraesCS2B02G553600.1	TraesCS2D02G525900.1
TraesCS2A02G523800.1	TraesCS2B02G553700.1	TraesCS2D02G526100.1
TraesCS2A02G524500.1	TraesCS2B02G554600.1	TraesCS2D02G527500.1
TraesCS2A02G525300.1	TraesCS2B02G555200.1	TraesCS2D02G528200.1
TraesCS2A02G525500.1	TraesCS2B02G555400.2	TraesCS2D02G528500.1
TraesCS2A02G525900.1	TraesCS2B02G556000.1	TraesCS2D02G528700.1
TraesCS2A02G526000.1	TraesCS2B02G556100.3	TraesCS2D02G528800.1
TraesCS2A02G526100.1	TraesCS2B02G556200.1	TraesCS2D02G528900.1
TraesCS2A02G526300.1	TraesCS2B02G556600.1	TraesCS2D02G529000.1
TraesCS2A02G526400.1	TraesCS2B02G556700.1	TraesCS2D02G529100.1
TraesCS2A02G526700.1	TraesCS2B02G557000.2	TraesCS2D02G529400.1
TraesCS2A02G527600.1	TraesCS2B02G558300.1	TraesCS2D02G530400.1
TraesCS2A02G528700.2	TraesCS2B02G559100.1	TraesCS2D02G531600.3
TraesCS2A02G528800.1	TraesCS2B02G559200.1	TraesCS2D02G531700.1
TraesCS2A02G528900.1	TraesCS2B02G559300.1	TraesCS2D02G531800.1
TraesCS2A02G529000.1	TraesCS2B02G559500.1	TraesCS2D02G531819.1
TraesCS2A02G532800.1	TraesCS2B02G562300.1	TraesCS2D02G534600.1
TraesCS2A02G533000.1	TraesCS2B02G562500.1	TraesCS2D02G534800.1
TraesCS2A02G533200.1	TraesCS2B02G562800.1	TraesCS2D02G535100.1
TraesCS2A02G533900.1	TraesCS2B02G564200.1	TraesCS2D02G536200.1
TraesCS2A02G537100.1	TraesCS2B02G567600.1	TraesCS2D02G538300.1
TraesCS2A02G538600.1	TraesCS2B02G568800.1	TraesCS2D02G539400.1
TraesCS2A02G539700.1	TraesCS2B02G570000.1	TraesCS2D02G541300.1
TraesCS2A02G539900.1	TraesCS2B02G570300.1	TraesCS2D02G541500.1
TraesCS2A02G540000.2	TraesCS2B02G570400.2	TraesCS2D02G541600.1
TraesCS2A02G540100.1	TraesCS2B02G570500.1	TraesCS2D02G541800.1
TraesCS2A02G540200.1	TraesCS2B02G570600.1	TraesCS2D02G541900.1
TraesCS2A02G540400.1	TraesCS2B02G570900.1	TraesCS2D02G542100.1
TraesCS2A02G541400.1	TraesCS2B02G571700.1	TraesCS2D02G542600.1
TraesCS2A02G542600.1	TraesCS2B02G572400.1	TraesCS2D02G543700.1
TraesCS2A02G542700.1	TraesCS2B02G572500.1	TraesCS2D02G543900.1
TraesCS2A02G542800.1	TraesCS2B02G572600.1	TraesCS2D02G544000.1
TraesCS2A02G542900.1	TraesCS2B02G572700.1	TraesCS2D02G544100.1
TraesCS2A02G543000.1	TraesCS2B02G572800.1	TraesCS2D02G544200.1
TraesCS2A02G543900.1	TraesCS2B02G574100.1	TraesCS2D02G545000.1
TraesCS2A02G544000.1	TraesCS2B02G574200.2	TraesCS2D02G545200.1
TraesCS2A02G545500.2	TraesCS2B02G576000.2	TraesCS2D02G546400.1
TraesCS2A02G545600.1	TraesCS2B02G576100.2	TraesCS2D02G546500.2
TraesCS2A02G545700.1	TraesCS2B02G576300.1	TraesCS2D02G546600.1
TraesCS2A02G546900.1	TraesCS2B02G577700.1	TraesCS2D02G547900.1
TraesCS2A02G547500.2	TraesCS2B02G578200.4	TraesCS2D02G548600.4
TraesCS2A02G547800.1	TraesCS2B02G578500.1	TraesCS2D02G548900.1
TraesCS2A02G548000.1	TraesCS2B02G578800.1	TraesCS2D02G549100.1
TraesCS2A02G548100.1	TraesCS2B02G579000.1	TraesCS2D02G549200.1
TraesCS2A02G549200.1	TraesCS2B02G579800.1	TraesCS2D02G550000.1
TraesCS2A02G549300.1	TraesCS2B02G579700.1	TraesCS2D02G549900.1
TraesCS2A02G550200.1	TraesCS2B02G580800.1	TraesCS2D02G551200.1
TraesCS2A02G550300.2	TraesCS2B02G580900.1	TraesCS2D02G551300.1
TraesCS2A02G550739.1	TraesCS2B02G581500.1	TraesCS2D02G551900.1
TraesCS2A02G550900.2	TraesCS2B02G581700.3	TraesCS2D02G552000.2
TraesCS2A02G551200.2	TraesCS2B02G582400.1	TraesCS2D02G552400.1
TraesCS2A02G551400.1	TraesCS2B02G582600.1	TraesCS2D02G552500.1
TraesCS2A02G551600.1	TraesCS2B02G582800.1	TraesCS2D02G552700.1
TraesCS2A02G551900.1	TraesCS2B02G583200.1	TraesCS2D02G552900.1
TraesCS2A02G552000.1	TraesCS2B02G583300.1	TraesCS2D02G553000.1
TraesCS2A02G552100.1	TraesCS2B02G583500.1	TraesCS2D02G553100.1
TraesCS2A02G552700.1	TraesCS2B02G584000.2	TraesCS2D02G553300.1
TraesCS2A02G553300.1	TraesCS2B02G585300.1	TraesCS2D02G554800.1
TraesCS2A02G553600.1	TraesCS2B02G585400.1	TraesCS2D02G555200.1
TraesCS2A02G554200.1	TraesCS2B02G589700.1	TraesCS2D02G560100.1
TraesCS2A02G554900.1	TraesCS2B02G589100.1	TraesCS2D02G559700.1
TraesCS2A02G555100.1	TraesCS2B02G588900.1	TraesCS2D02G559400.1
TraesCS2A02G555200.1	TraesCS2B02G588700.1	TraesCS2D02G559300.1
TraesCS2A02G555300.1	TraesCS2B02G588600.1	TraesCS2D02G559200.1
TraesCS2A02G555400.1	TraesCS2B02G588400.1	TraesCS2D02G559100.1
TraesCS2A02G555600.1	TraesCS2B02G587900.1	TraesCS2D02G558800.1
TraesCS2A02G556100.1	TraesCS2B02G586400.1	TraesCS2D02G557300.2
TraesCS2A02G556300.1	TraesCS2B02G586600.1	TraesCS2D02G557500.1
TraesCS2A02G556700.1	TraesCS2B02G587000.1	TraesCS2D02G557800.1
TraesCS2A02G585800.1	TraesCS2B02G597400.1	TraesCS2D02G600700.1
TraesCS2A02G586100.1	TraesCS2B02G596900.1	TraesCS2D02G600500.1
TraesCS2A02G586300.1	TraesCS2B02G596800.1	TraesCS2D02G600300.1
TraesCS2A02G586800.1	TraesCS2B02G596600.1	TraesCS2D02G599700.1
TraesCS2A02G586900.2	TraesCS2B02G596500.1	TraesCS2D02G599600.1
TraesCS2A02G587100.1	TraesCS2B02G596300.1	TraesCS2D02G599500.1
TraesCS2A02G587700.2	TraesCS2B02G595600.1	TraesCS2D02G565600.1
TraesCS2A02G587800.2	TraesCS2B02G595400.1	TraesCS2D02G565400.1
TraesCS2A02G587900.1	TraesCS2B02G595300.1	TraesCS2D02G565300.1
TraesCS2A02G588000.2	TraesCS2B02G595200.1	TraesCS2D02G565200.1
TraesCS2A02G588100.1	TraesCS2B02G595100.1	TraesCS2D02G565100.1
TraesCS2A02G589200.1	TraesCS2B02G594500.1	TraesCS2D02G564800.1
TraesCS2A02G589900.1	TraesCS2B02G594100.1	TraesCS2D02G564300.1
TraesCS2A02G590000.2	TraesCS2B02G594200.1	TraesCS2D02G564200.1
TraesCS2A02G590600.1	TraesCS2B02G593000.1	TraesCS2D02G563600.1
TraesCS2A02G591500.1	TraesCS2B02G592200.1	TraesCS2D02G562800.1
TraesCS2A02G591700.1	TraesCS2B02G592000.1	TraesCS2D02G562500.1
TraesCS2A02G591900.1	TraesCS2B02G591900.1	TraesCS2D02G562400.1
TraesCS2A02G592500.1	TraesCS2B02G591700.6	TraesCS2D02G562000.1
TraesCS2A02G592600.1	TraesCS2B02G591600.2	TraesCS2D02G561900.1
TraesCS2A02G593000.1	TraesCS2B02G591300.1	TraesCS2D02G561700.1
TraesCS2A02G593100.1	TraesCS2B02G591200.1	TraesCS2D02G561600.1
TraesCS2A02G593200.1	TraesCS2B02G591100.3	TraesCS2D02G561500.1
TraesCS2A02G593300.1	TraesCS2B02G591000.1	TraesCS2D02G561400.1
TraesCS3A02G019600.1	TraesCS3B02G026700.1	TraesCS3D02G027300.1
TraesCS3A02G020300.1	TraesCS3B02G025200.1	TraesCS3D02G026400.1
TraesCS3A02G020400.1	TraesCS3B02G025300.1	TraesCS3D02G026200.1
TraesCS3A02G021300.1	TraesCS3B02G024900.1	TraesCS3D02G025600.1
TraesCS3A02G021500.1	TraesCS3B02G024600.1	TraesCS3D02G025400.1
TraesCS3A02G021800.1	TraesCS3B02G024000.1	TraesCS3D02G025000.1
TraesCS3A02G022100.1	TraesCS3B02G023800.1	TraesCS3D02G024600.1
TraesCS3A02G022200.1	TraesCS3B02G023700.1	TraesCS3D02G024500.1
TraesCS3A02G023100.1	TraesCS3B02G021700.1	TraesCS3D02G023000.2
TraesCS3A02G023900.1	TraesCS3B02G020900.1	TraesCS3D02G022300.1
TraesCS3A02G024100.2	TraesCS3B02G020800.1	TraesCS3D02G022200.1
TraesCS3A02G024200.1	TraesCS3B02G020700.1	TraesCS3D02G022100.1
TraesCS3A02G024500.1	TraesCS3B02G020300.1	TraesCS3D02G021700.1
TraesCS3A02G026500.1	TraesCS3B02G017100.1	TraesCS3D02G019000.1
TraesCS3A02G035900.1	TraesCS3B02G048100.1	TraesCS3D02G044100.1
TraesCS3A02G036100.1	TraesCS3B02G047900.1	TraesCS3D02G043900.1
TraesCS3A02G036600.1	TraesCS3B02G047300.2	TraesCS3D02G043500.2
TraesCS3A02G036700.1	TraesCS3B02G047200.1	TraesCS3D02G043400.1
TraesCS3A02G037000.1	TraesCS3B02G046900.1	TraesCS3D02G042700.1
TraesCS3A02G037100.1	TraesCS3B02G046800.2	TraesCS3D02G042600.1
TraesCS3A02G037200.1	TraesCS3B02G046700.1	TraesCS3D02G042500.1
TraesCS3A02G037600.1	TraesCS3B02G046100.1	TraesCS3D02G041900.1
TraesCS3A02G037700.1	TraesCS3B02G045900.1	TraesCS3D02G041800.1
TraesCS3A02G038000.1	TraesCS3B02G045700.2	TraesCS3D02G041600.1
TraesCS3A02G038200.1	TraesCS3B02G045600.1	TraesCS3D02G041700.1
TraesCS3A02G039000.1	TraesCS3B02G044500.1	TraesCS3D02G040900.1
TraesCS3A02G040500.1	TraesCS3B02G043100.1	TraesCS3D02G039800.1
TraesCS3A02G041000.1	TraesCS3B02G042600.1	TraesCS3D02G039200.1
TraesCS3A02G041700.1	TraesCS3B02G042000.1	TraesCS3D02G038600.1
TraesCS3A02G041800.1	TraesCS3B02G041900.1	TraesCS3D02G038500.1
TraesCS3A02G042100.1	TraesCS3B02G041700.1	TraesCS3D02G038300.1
TraesCS3A02G042600.1	TraesCS3B02G040900.3	TraesCS3D02G038000.3
TraesCS3A02G042700.1	TraesCS3B02G040800.1	TraesCS3D02G037900.1
TraesCS3A02G042900.1	TraesCS3B02G040600.1	TraesCS3D02G037800.1
TraesCS3A02G043400.1	TraesCS3B02G040100.1	TraesCS3D02G037300.1
TraesCS3A02G043600.1	TraesCS3B02G040000.1	TraesCS3D02G037200.1
TraesCS3A02G043700.1	TraesCS3B02G039900.1	TraesCS3D02G037100.1
TraesCS3A02G043800.1	TraesCS3B02G039800.1	TraesCS3D02G037000.1
TraesCS3A02G044500.1	TraesCS3B02G039300.1	TraesCS3D02G036400.1
TraesCS3A02G044700.1	TraesCS3B02G039100.1	TraesCS3D02G036200.1
TraesCS3A02G044800.1	TraesCS3B02G039000.1	TraesCS3D02G036100.1
TraesCS3A02G045200.1	TraesCS3B02G038900.1	TraesCS3D02G036000.1
TraesCS3A02G046300.1	TraesCS3B02G037100.1	TraesCS3D02G033900.1
TraesCS3A02G046600.1	TraesCS3B02G036200.1	TraesCS3D02G033400.1
TraesCS3A02G046700.1	TraesCS3B02G036600.1	TraesCS3D02G033300.1
TraesCS3A02G046900.1	TraesCS3B02G035900.2	TraesCS3D02G033000.1
TraesCS3A02G047000.1	TraesCS3B02G035700.1	TraesCS3D02G032800.1
TraesCS3A02G047500.1	TraesCS3B02G035200.1	TraesCS3D02G032400.2
TraesCS3A02G047700.3	TraesCS3B02G034500.5	TraesCS3D02G032000.4
TraesCS3A02G047800.1	TraesCS3B02G034400.1	TraesCS3D02G031900.1
TraesCS3A02G048000.1	TraesCS3B02G034100.1	TraesCS3D02G031400.1
TraesCS3A02G050400.1	TraesCS3B02G059200.1	TraesCS3D02G049900.1
TraesCS3A02G051200.1	TraesCS3B02G060400.1	TraesCS3D02G050800.1
TraesCS3A02G052100.2	TraesCS3B02G060600.1	TraesCS3D02G051000.3
TraesCS3A02G054000.1	TraesCS3B02G064900.1	TraesCS3D02G052300.1
TraesCS3A02G054100.1	TraesCS3B02G065200.1	TraesCS3D02G053600.1
TraesCS3A02G054800.1	TraesCS3B02G066100.1	TraesCS3D02G054100.1
TraesCS3A02G055100.2	TraesCS3B02G067400.1	TraesCS3D02G054400.1
TraesCS3A02G055300.2	TraesCS3B02G067300.2	TraesCS3D02G054600.1
TraesCS3A02G055500.1	TraesCS3B02G067900.1	TraesCS3D02G055400.1
TraesCS3A02G056100.1	TraesCS3B02G068900.1	TraesCS3D02G056200.1
TraesCS3A02G058200.1	TraesCS3B02G070700.1	TraesCS3D02G058400.1
TraesCS3A02G060800.1	TraesCS3B02G073500.1	TraesCS3D02G060800.1
TraesCS3A02G061100.1	TraesCS3B02G073600.1	TraesCS3D02G060900.1
TraesCS3A02G061300.1	TraesCS3B02G073900.1	TraesCS3D02G061100.1
TraesCS3A02G064500.1	TraesCS3B02G077100.1	TraesCS3D02G064900.1
TraesCS3A02G065500.1	TraesCS3B02G078900.1	TraesCS3D02G066000.1
TraesCS3A02G066800.1	TraesCS3B02G079600.1	TraesCS3D02G066500.1
TraesCS3A02G067700.1	TraesCS3B02G080200.1	TraesCS3D02G067500.1
TraesCS3A02G067800.1	TraesCS3B02G080300.1	TraesCS3D02G067600.2
TraesCS3A02G068000.1	TraesCS3B02G081100.1	TraesCS3D02G067900.1
TraesCS3A02G069800.2	TraesCS3B02G083500.1	TraesCS3D02G068800.1
TraesCS3A02G069900.2	TraesCS3B02G083400.1	TraesCS3D02G068900.1
TraesCS3A02G071500.1	TraesCS3B02G085300.1	TraesCS3D02G070700.1
TraesCS3A02G072900.1	TraesCS3B02G086900.1	TraesCS3D02G072700.1
TraesCS3A02G073000.1	TraesCS3B02G087000.1	TraesCS3D02G072800.1
TraesCS3A02G073200.1	TraesCS3B02G087300.1	TraesCS3D02G072900.1
TraesCS3A02G073300.1	TraesCS3B02G087400.1	TraesCS3D02G073000.1
TraesCS3A02G073500.1	TraesCS3B02G087800.1	TraesCS3D02G073300.1
TraesCS3A02G074000.1	TraesCS3B02G088300.3	TraesCS3D02G073700.1
TraesCS3A02G075000.1	TraesCS3B02G088900.1	TraesCS3D02G074800.2
TraesCS3A02G075100.1	TraesCS3B02G089000.1	TraesCS3D02G074900.1
TraesCS3A02G075400.1	TraesCS3B02G089300.1	TraesCS3D02G075400.1
TraesCS3A02G075600.1	TraesCS3B02G089700.1	TraesCS3D02G075700.1
TraesCS3A02G075700.1	TraesCS3B02G089800.1	TraesCS3D02G075800.1
TraesCS3A02G075900.1	TraesCS3B02G090000.1	TraesCS3D02G076000.1
TraesCS3A02G076200.1	TraesCS3B02G090100.1	TraesCS3D02G076200.1
TraesCS3A02G076300.1	TraesCS3B02G090200.1	TraesCS3D02G076300.1
TraesCS3A02G076900.1	TraesCS3B02G091100.1	TraesCS3D02G077100.1
TraesCS3A02G077800.1	TraesCS3B02G092700.1	TraesCS3D02G078400.1
TraesCS3A02G078400.1	TraesCS3B02G093300.1	TraesCS3D02G078900.1
TraesCS3A02G078600.2	TraesCS3B02G093500.2	TraesCS3D02G079100.1
TraesCS3A02G078700.1	TraesCS3B02G093800.2	TraesCS3D02G079200.2
TraesCS3A02G079400.1	TraesCS3B02G094700.1	TraesCS3D02G079800.1
TraesCS3A02G080800.1	TraesCS3B02G095400.1	TraesCS3D02G080700.1
TraesCS3A02G081000.1	TraesCS3B02G095700.1	TraesCS3D02G080900.1
TraesCS3A02G081100.3	TraesCS3B02G095900.1	TraesCS3D02G081100.1
TraesCS3A02G081400.1	TraesCS3B02G096400.1	TraesCS3D02G081400.1
TraesCS3A02G081900.1	TraesCS3B02G097000.1	TraesCS3D02G082200.2
TraesCS3A02G082100.1	TraesCS3B02G097200.1	TraesCS3D02G082300.1
TraesCS3A02G082300.1	TraesCS3B02G097400.1	TraesCS3D02G082400.2
TraesCS3A02G082400.1	TraesCS3B02G097500.1	TraesCS3D02G082500.1
TraesCS3A02G082700.1	TraesCS3B02G097800.1	TraesCS3D02G083400.1
