OG0013276	TraesPARA_EIv1.0_0073630.3	TraesCS1A03G0301200.1
OG0029142	TraesPARA_EIv1.0_1706530.1	TraesCS5B03G0801800.1
OG0029143	TraesPARA_EIv1.0_2099460.1	TraesCS6B03G1096100.1
OG0029144	TraesPARA_EIv1.0_0223840.1	TraesCS1B03G1257800.1
OG0029145	TraesPARA_EIv1.0_0193510.1	TraesCS1B03G0942900.1
OG0029146	TraesPARA_EIv1.0_1651510.1	TraesCS5B03G0241700.1
OG0029147	TraesPARA_EIv1.0_1991860.1	TraesCS6B03G0007100.1
OG0029148	TraesPARA_EIv1.0_1384020.1	TraesCS4B03G0775700.1
OG0029149	TraesPARA_EIv1.0_0998160.1	TraesCS3B03G0502500.1
OG0029150	TraesPARA_EIv1.0_0541070.1	TraesCS2B03G0816200.1
OG0029151	TraesPARA_EIv1.0_0967370.1	TraesCS3B03G0822600.1
OG0029152	TraesPARA_EIv1.0_0581860.1	TraesCS2B03G0396700.1
OG0029153	TraesPARA_EIv1.0_1680590.1	TraesCS5B03G0532400.1
OG0029154	TraesPARA_EIv1.0_0583200.1	TraesCS2B03G0383200.1
OG0029155	TraesPARA_EIv1.0_0623100.1	TraesCS2B03G0011000.1
OG0029156	TraesPARA_EIv1.0_0967640.1	TraesCS3B03G0820400.1
OG0029157	TraesPARA_EIv1.0_0159930.1	TraesCS1B03G0582900.1
OG0029158	TraesPARA_EIv1.0_0528370.1	TraesCS2B03G0955500.1
OG0029159	TraesPARA_EIv1.0_1682080.1	TraesCS5B03G0549000.1
OG0029160	TraesPARA_EIv1.0_0975130.1	TraesCS3B03G0744000.1
OG0029161	TraesPARA_EIv1.0_0188580.1	TraesCS1B03G0896700.1
OG0029162	TraesPARA_EIv1.0_0143450.1	TraesCS1B03G0407100.1
OG0029163	TraesPARA_EIv1.0_1659290.1	TraesCS5B03G0322400.1
OG0029164	TraesPARA_EIv1.0_1721700.1	TraesCS5B03G0951200.1
OG0029165	TraesPARA_EIv1.0_2091750.1	TraesCS6B03G1017200.1
OG0029166	TraesPARA_EIv1.0_0205430.1	TraesCS1B03G1060000.1
OG0029167	TraesPARA_EIv1.0_2430430.1	TraesCS7B03G0653400.1
OG0029168	TraesPARA_EIv1.0_2403100.1	TraesCS7B03G0382200.1
OG0029169	TraesPARA_EIv1.0_1010040.1	TraesCS3B03G0381900.1
OG0029170	TraesPARA_EIv1.0_2459800.1	TraesCS7B03G0941200.1
OG0029171	TraesPARA_EIv1.0_2377730.1	TraesCS7B03G0125100.1
OG0029172	TraesPARA_EIv1.0_2384750.2	TraesCS7B03G0194100.5
OG0029173	TraesPARA_EIv1.0_2068150.1	TraesCS6B03G0761400.1
OG0029174	TraesPARA_EIv1.0_0489800.1	TraesCS2B03G1359400.1
OG0029175	TraesPARA_EIv1.0_1691930.1	TraesCS5B03G0655000.1
OG0029176	TraesPARA_EIv1.0_2431220.1	TraesCS7B03G0659900.1
OG0029177	TraesPARA_EIv1.0_1708980.1	TraesCS5B03G0824400.1
OG0029178	TraesPARA_EIv1.0_2026520.1	TraesCS6B03G0307900.1
OG0029179	TraesPARA_EIv1.0_0935130.1	TraesCS3B03G1147600.1
OG0029180	TraesPARA_EIv1.0_2032110.1	TraesCS6B03G0365400.1
OG0029181	TraesPARA_EIv1.0_0578310.1	TraesCS2B03G0430300.1
OG0029182	TraesPARA_EIv1.0_1660250.1	TraesCS5B03G0315800.1
OG0029183	TraesPARA_EIv1.0_1363810.1	TraesCS4B03G0570800.1
OG0029184	TraesPARA_EIv1.0_1307640.1	TraesCS4B03G0011300.1
OG0029185	TraesPARA_EIv1.0_1325740.1	TraesCS4B03G0190700.1
OG0029186	TraesPARA_EIv1.0_2481430.1	TraesCS7B03G1145600.1
OG0029187	TraesPARA_EIv1.0_1703900.1	TraesCS5B03G0775400.1
OG0029188	TraesPARA_EIv1.0_1316500.1	TraesCS4B03G0099300.1
OG0029189	TraesPARA_EIv1.0_1684240.1	TraesCS5B03G0574700.1
OG0029190	TraesPARA_EIv1.0_1011170.1	TraesCS3B03G0370200.1
OG0029191	TraesPARA_EIv1.0_0175390.1	TraesCS1B03G0749800.1
OG0029192	TraesPARA_EIv1.0_1378700.1	TraesCS4B03G0725300.1
OG0029193	TraesPARA_EIv1.0_0196660.1	TraesCS1B03G0973000.1
OG0029194	TraesPARA_EIv1.0_1393890.1	TraesCS4B03G0876800.1
OG0029195	TraesPARA_EIv1.0_0943900.1	TraesCS3B03G1057100.1
OG0029196	TraesPARA_EIv1.0_2395350.1	TraesCS7B03G0304600.1
OG0029197	TraesPARA_EIv1.0_0203180.1	TraesCS1B03G1040700.1
OG0029198	TraesPARA_EIv1.0_0611410.1	TraesCS2B03G0107000.1
OG0029199	TraesPARA_EIv1.0_1341790.1	TraesCS4B03G0345200.1
OG0029200	TraesPARA_EIv1.0_2036410.1	TraesCS6B03G0412400.1
OG0029201	TraesPARA_EIv1.0_0506290.1	TraesCS2B03G1187200.1
OG0029202	TraesPARA_EIv1.0_1015930.1	TraesCS3B03G0320800.1
OG0029203	TraesPARA_EIv1.0_1314060.1	TraesCS4B03G0071100.1
OG0029204	TraesPARA_EIv1.0_1681380.1	TraesCS5B03G0541500.1
OG0029205	TraesPARA_EIv1.0_1333400.1	TraesCS4B03G0264400.1
OG0029207	TraesPARA_EIv1.0_0956650.1	TraesCS3B03G0935400.1
OG0029208	TraesPARA_EIv1.0_0952580.1	TraesCS3B03G0974300.1
OG0029209	TraesPARA_EIv1.0_0182350.1	TraesCS1B03G0827900.1
OG0029210	TraesPARA_EIv1.0_1710930.1	TraesCS5B03G0842900.1
OG0029211	TraesPARA_EIv1.0_0508460.1	TraesCS2B03G1164900.1
OG0029212	TraesPARA_EIv1.0_1632160.1	TraesCS5B03G0052300.1
OG0029213	TraesPARA_EIv1.0_1704510.1	TraesCS5B03G0781600.1
OG0029214	TraesPARA_EIv1.0_1006810.1	TraesCS3B03G0415200.1
OG0029215	TraesPARA_EIv1.0_1001160.1	TraesCS3B03G0478000.1
OG0029216	TraesPARA_EIv1.0_2463980.1	TraesCS7B03G0981200.1
OG0029217	TraesPARA_EIv1.0_1312890.1	TraesCS4B03G0057900.1
OG0029218	TraesPARA_EIv1.0_2411210.1	TraesCS7B03G0460600.1
OG0029219	TraesPARA_EIv1.0_1699830.1	TraesCS5B03G0734000.1
OG0029220	TraesPARA_EIv1.0_1317970.1	TraesCS4B03G0113000.1
OG0029221	TraesPARA_EIv1.0_1310670.2	TraesCS4B03G0038300.1
OG0029222	TraesPARA_EIv1.0_1349820.2	TraesCS4B03G0402400.1
OG0029224	TraesPARA_EIv1.0_0575050.1	TraesCS2B03G0467600.1
OG0029225	TraesPARA_EIv1.0_1741830.1	TraesCS5B03G1156900.1
OG0029226	TraesPARA_EIv1.0_0898050.1	TraesCS3B03G1510200.1
OG0029227	TraesPARA_EIv1.0_2097290.1	TraesCS6B03G1072600.1
OG0029228	TraesPARA_EIv1.0_1702200.10	TraesCS5B03G0758600.2
OG0029229	TraesPARA_EIv1.0_0602920.1	TraesCS2B03G0191700.1
OG0029231	TraesPARA_EIv1.0_1366500.1	TraesCS4B03G0600200.1
OG0029232	TraesPARA_EIv1.0_0968600.1	TraesCS3B03G0812300.1
OG0029233	TraesPARA_EIv1.0_1332410.1	TraesCS4B03G0255100.1
OG0029234	TraesPARA_EIv1.0_1374560.1	TraesCS4B03G0685100.1
OG0029235	TraesPARA_EIv1.0_1374560.2	TraesCS4B03G0685100.2
OG0029236	TraesPARA_EIv1.0_1032710.1	TraesCS3B03G0148200.1
OG0029237	TraesPARA_EIv1.0_2403950.1	TraesCS7B03G0391800.1
OG0029238	TraesPARA_EIv1.0_0567040.1	TraesCS2B03G0545900.1
OG0029239	TraesPARA_EIv1.0_1722020.1	TraesCS5B03G0955300.1
OG0029240	TraesPARA_EIv1.0_0583130.1	TraesCS2B03G0383800.1
OG0029242	TraesPARA_EIv1.0_1003730.2	TraesCS3B03G0444200.1
OG0029243	TraesPARA_EIv1.0_1403760.1	TraesCS4B03G0971100.1
OG0029244	TraesPARA_EIv1.0_0563760.1	TraesCS2B03G0580300.1
OG0029246	TraesPARA_EIv1.0_1688760.1	TraesCS5B03G0621600.1
OG0029247	TraesPARA_EIv1.0_0216420.1	TraesCS1B03G1178000.1
OG0029248	TraesPARA_EIv1.0_1694180.1	TraesCS5B03G0677900.1
OG0029250	TraesPARA_EIv1.0_1390460.1	TraesCS4B03G0841500.1
OG0029251	TraesPARA_EIv1.0_0933490.1	TraesCS3B03G1166200.1
OG0029252	TraesPARA_EIv1.0_0550350.1	TraesCS2B03G0716100.1
OG0029253	TraesPARA_EIv1.0_1320160.1	TraesCS4B03G0134600.1
OG0029254	TraesPARA_EIv1.0_1317080.1	TraesCS4B03G0105400.1
OG0029256	TraesPARA_EIv1.0_1684140.1	TraesCS5B03G0573800.1
OG0029258	TraesPARA_EIv1.0_2070000.1	TraesCS6B03G0825500.1
OG0029259	TraesPARA_EIv1.0_0574260.1	TraesCS2B03G0475500.1
OG0029260	TraesPARA_EIv1.0_1630290.1	TraesCS5B03G0032300.1
OG0029261	TraesPARA_EIv1.0_1660710.1	TraesCS7B03G0142400.1
OG0029262	TraesPARA_EIv1.0_0998100.1	TraesCS3B03G0503000.1
OG0029263	TraesPARA_EIv1.0_1002860.1	TraesCS3B03G0461000.1
OG0029264	TraesPARA_EIv1.0_2109300.1	TraesCS6B03G1190600.1
OG0029265	TraesPARA_EIv1.0_2007760.1	TraesCS6B03G0140500.1
OG0029266	TraesPARA_EIv1.0_1683060.1	TraesCS5B03G0558700.1
OG0029267	TraesPARA_EIv1.0_2062680.1	TraesCS6B03G0692500.1
OG0029268	TraesPARA_EIv1.0_0536850.1	TraesCS2B03G0867100.1
OG0029269	TraesPARA_EIv1.0_0938530.1	TraesCS3B03G1115800.1
OG0029270	TraesPARA_EIv1.0_0105630.1	TraesCS1B03G0027400.1
OG0029271	TraesPARA_EIv1.0_2099490.1	TraesCS6B03G1096300.1
OG0029272	TraesPARA_EIv1.0_2385750.1	TraesCS7B03G0203600.1
OG0029273	TraesPARA_EIv1.0_0519020.1	TraesCS2B03G1056200.1
OG0029274	TraesPARA_EIv1.0_0104960.1	TraesCS1B03G0023100.1
OG0029275	TraesPARA_EIv1.0_0981470.1	TraesCS3B03G0678000.1
OG0029276	TraesPARA_EIv1.0_2370210.1	TraesCS7B03G0045100.1
OG0029277	TraesPARA_EIv1.0_1741540.1	TraesCS5B03G1153400.1
OG0029278	TraesPARA_EIv1.0_0219290.1	TraesCS1B03G1208400.1
OG0029279	TraesPARA_EIv1.0_0220360.1	TraesCS1B03G1221400.1
OG0029280	TraesPARA_EIv1.0_1358830.1	TraesCS4B03G0522800.1
OG0029281	TraesPARA_EIv1.0_0607390.1	TraesCS2B03G0143100.1
OG0029282	TraesPARA_EIv1.0_1747220.1	TraesCS5B03G1210200.1
OG0029283	TraesPARA_EIv1.0_0578370.1	TraesCS2B03G0431200.1
OG0029284	TraesPARA_EIv1.0_0166290.2	TraesCS1B03G0651800.2
OG0029285	TraesPARA_EIv1.0_0166290.1	TraesCS1B03G0651800.1
OG0029286	TraesPARA_EIv1.0_0517500.1	TraesCS2B03G1071800.1
OG0029287	TraesPARA_EIv1.0_1665360.1	TraesCS5B03G0380000.1
OG0029288	TraesPARA_EIv1.0_1698360.1	TraesCS5B03G0720400.1
OG0029289	TraesPARA_EIv1.0_1996500.1	TraesCS6B03G0046600.1
OG0029290	TraesPARA_EIv1.0_2400110.1	TraesCS7B03G0351000.1
OG0029291	TraesPARA_EIv1.0_0561320.1	TraesCS2B03G0604100.1
OG0029292	TraesPARA_EIv1.0_1017550.1	TraesCS3B03G0302700.1
OG0029293	TraesPARA_EIv1.0_1039690.1	TraesCS3B03G0091200.1
OG0029294	TraesPARA_EIv1.0_1705320.1	TraesCS5B03G0788400.1
OG0029295	TraesPARA_EIv1.0_2470250.1	TraesCS7B03G1038900.1
OG0029296	TraesPARA_EIv1.0_2374290.1	TraesCS7B03G0086300.1
OG0029297	TraesPARA_EIv1.0_1360790.1	TraesCS4B03G0542500.1
OG0029298	TraesPARA_EIv1.0_0498480.1	TraesCS2B03G1265500.1
OG0029299	TraesPARA_EIv1.0_0160130.1	TraesCS1B03G0585500.1
OG0029300	TraesPARA_EIv1.0_1368430.1	TraesCS4B03G0621600.1
OG0029302	TraesPARA_EIv1.0_2456340.1	TraesCS7B03G0904700.1
OG0029303	TraesPARA_EIv1.0_2386960.1	TraesCS7B03G0216900.1
OG0029304	TraesPARA_EIv1.0_0513210.1	TraesCS2B03G1117300.1
OG0029305	TraesPARA_EIv1.0_0202990.1	TraesCS1B03G1038800.1
OG0029306	TraesPARA_EIv1.0_0600280.1	TraesCS2B03G0213600.1
OG0029307	TraesPARA_EIv1.0_1694700.1	TraesCS5B03G0684200.1
OG0029308	TraesPARA_EIv1.0_1354490.1	TraesCS4B03G0479800.1
OG0029309	TraesPARA_EIv1.0_2035810.1	TraesCS6B03G0405600.1
OG0029310	TraesPARA_EIv1.0_2477290.1	TraesCS7B03G1104100.1
OG0029311	TraesPARA_EIv1.0_2100620.1	TraesCS6B03G1109400.1
OG0029312	TraesPARA_EIv1.0_0198050.1	TraesCS1B03G0987200.1
OG0029313	TraesPARA_EIv1.0_1004380.1	TraesCS3B03G0438600.1
OG0029314	TraesPARA_EIv1.0_1011570.1	TraesCS3B03G0365600.1
OG0029315	TraesPARA_EIv1.0_2081540.1	TraesCS6B03G0899700.1
OG0029316	TraesPARA_EIv1.0_1380480.1	TraesCS4B03G0741500.1
OG0029317	TraesPARA_EIv1.0_1662980.1	TraesCS5B03G0355000.1
OG0029318	TraesPARA_EIv1.0_1662220.1	TraesCS5B03G0346300.1
OG0029319	TraesPARA_EIv1.0_1743090.1	TraesCS5B03G1168200.1
OG0029320	TraesPARA_EIv1.0_0124940.1	TraesCS1B03G0220200.1
OG0029321	TraesPARA_EIv1.0_0563340.2	TraesCS2B03G0584900.2
OG0029322	TraesPARA_EIv1.0_1032420.1	TraesCS3B03G0153000.1
OG0029323	TraesPARA_EIv1.0_2037070.1	TraesCS6B03G0419200.1
OG0029324	TraesPARA_EIv1.0_2078830.1	TraesCS1B03G0284700.1
OG0029325	TraesPARA_EIv1.0_2426270.1	TraesCS7B03G0612500.1
OG0029326	TraesPARA_EIv1.0_0214330.1	TraesCS1B03G1160500.1
OG0029327	TraesPARA_EIv1.0_0219710.1	TraesCS1B03G1214300.1
OG0029328	TraesPARA_EIv1.0_0997580.1	TraesCS3B03G0508500.1
OG0029329	TraesPARA_EIv1.0_2373070.1	TraesCS7B03G0074600.1
OG0029330	TraesPARA_EIv1.0_1732040.1	TraesCS5B03G1058900.1
OG0029331	TraesPARA_EIv1.0_2453290.1	TraesCS7B03G0875700.1
OG0029332	TraesPARA_EIv1.0_2396220.1	TraesCS7B03G0315100.1
OG0029333	TraesPARA_EIv1.0_1633280.1	TraesCS5B03G0061000.1
OG0029334	TraesPARA_EIv1.0_0117140.3	TraesCS1B03G0134800.1
OG0029335	TraesPARA_EIv1.0_0117140.2	TraesCS1B03G0134800.3
OG0029336	TraesPARA_EIv1.0_2015050.1	TraesCS6B03G0200000.1
OG0029337	TraesPARA_EIv1.0_1736990.1	TraesCS5B03G1105700.1
OG0029338	TraesPARA_EIv1.0_0204220.1	TraesCS1B03G1050700.1
OG0029339	TraesPARA_EIv1.0_0578390.1	TraesCS2B03G0431400.1
OG0029340	TraesPARA_EIv1.0_1338810.1	TraesCS4B03G0316700.1
OG0029341	TraesPARA_EIv1.0_1391850.1	TraesCS4B03G0856300.1
OG0029342	TraesPARA_EIv1.0_2392520.1	TraesCS7B03G0273800.1
OG0029343	TraesPARA_EIv1.0_2375380.1	TraesCS7B03G0098600.1
OG0029344	TraesPARA_EIv1.0_0214740.1	TraesCS1B03G1165400.1
OG0029345	TraesPARA_EIv1.0_2115990.2	TraesCS6B03G1259500.1
OG0029346	TraesPARA_EIv1.0_1999180.1	TraesCS6B03G0065000.1
OG0029347	TraesPARA_EIv1.0_2052600.1	TraesCS6B03G0584600.1
OG0029348	TraesPARA_EIv1.0_2064980.1	TraesCS6B03G0727900.1
OG0029349	TraesPARA_EIv1.0_2430170.1	TraesCS7B03G0650400.1
OG0029350	TraesPARA_EIv1.0_1019510.1	TraesCS3B03G0274100.1
OG0029351	TraesPARA_EIv1.0_0499210.1	TraesCS2B03G1258100.1
OG0029352	TraesPARA_EIv1.0_2013640.1	TraesCS6B03G0188500.1
OG0029353	TraesPARA_EIv1.0_0148870.1	TraesCS1B03G0462100.1
OG0029354	TraesPARA_EIv1.0_0176240.2	TraesCS1B03G0759600.1
OG0029355	TraesPARA_EIv1.0_1017080.1	TraesCS3B03G0307500.1
OG0029356	TraesPARA_EIv1.0_0495480.1	TraesCS2B03G1297400.1
OG0029357	TraesPARA_EIv1.0_0181240.1	TraesCS1B03G0817600.1
OG0029358	TraesPARA_EIv1.0_2392210.1	TraesCS7B03G0270500.1
OG0029359	TraesPARA_EIv1.0_1370630.1	TraesCS4B03G0644700.1
OG0029360	TraesPARA_EIv1.0_2074890.1	TraesCS6B03G0830500.1
OG0029361	TraesPARA_EIv1.0_1645090.1	TraesCS5B03G0177200.1
OG0029362	TraesPARA_EIv1.0_0537010.1	TraesCS2B03G0865600.1
OG0029363	TraesPARA_EIv1.0_2396120.1	TraesCS7B03G0314700.1
OG0029364	TraesPARA_EIv1.0_1649610.1	TraesCS5B03G0222100.1
OG0029365	TraesPARA_EIv1.0_1646190.1	TraesCS5B03G0188000.1
OG0029366	TraesPARA_EIv1.0_1013920.1	TraesCS3B03G0341300.1
OG0029367	TraesPARA_EIv1.0_2011060.1	TraesCS6B03G0168400.1
OG0029368	TraesPARA_EIv1.0_0109200.1	TraesCS1B03G0061500.1
OG0029369	TraesPARA_EIv1.0_2431840.1	TraesCS7B03G0665800.1
OG0029370	TraesPARA_EIv1.0_1383830.1	TraesCS4B03G0773700.1
OG0029371	TraesPARA_EIv1.0_0189560.1	TraesCS1B03G0906300.1
OG0029372	TraesPARA_EIv1.0_1721900.1	TraesCS5B03G0953400.1
OG0029373	TraesPARA_EIv1.0_2107950.1	TraesCS6B03G1178400.1
OG0029374	TraesPARA_EIv1.0_1675280.1	TraesCS5B03G0475800.1
OG0029375	TraesPARA_EIv1.0_0161170.2	TraesCS1B03G0594300.2
OG0029376	TraesPARA_EIv1.0_0161170.1	TraesCS1B03G0594300.1
OG0029377	TraesPARA_EIv1.0_2431960.1	TraesCS7B03G0667400.1
OG0029378	TraesPARA_EIv1.0_2491970.1	TraesCS7B03G1248500.1
OG0029379	TraesPARA_EIv1.0_0150610.1	TraesCS1B03G0483000.1
OG0029380	TraesPARA_EIv1.0_1347390.1	TraesCS4B03G0429500.1
OG0029382	TraesPARA_EIv1.0_1387400.1	TraesCS4B03G0808900.1
OG0029384	TraesPARA_EIv1.0_2051810.2	TraesCS6B03G0593900.1
OG0029385	TraesPARA_EIv1.0_0182000.1	TraesCS1B03G0824100.1
OG0029386	TraesPARA_EIv1.0_0525620.1	TraesCS2B03G0982100.1
OG0029387	TraesPARA_EIv1.0_0130110.1	TraesCS1B03G0270100.2
OG0029388	TraesPARA_EIv1.0_0130110.2	TraesCS1B03G0270100.1
OG0029389	TraesPARA_EIv1.0_1306700.1	TraesCS3B03G1519900.1
OG0029390	TraesPARA_EIv1.0_0941540.1	TraesCS3B03G1087600.1
OG0029391	TraesPARA_EIv1.0_1750150.1	TraesCS5B03G1239800.1
OG0013462	TraesPARA_EIv1.0_0672630.1	TraesCS2D03G0443600.1
OG0013463	TraesPARA_EIv1.0_0731180.1	TraesCS2D03G0979700.1
OG0013464	TraesPARA_EIv1.0_0242940.1	TraesCS1D03G0173100.1
OG0013465	TraesPARA_EIv1.0_1491380.1	TraesCS4D03G0785800.1
OG0013466	TraesPARA_EIv1.0_2197940.1	TraesCS6D03G0203600.1
OG0013467	TraesPARA_EIv1.0_0268480.1	TraesCS1D03G0418700.1
OG0013468	TraesPARA_EIv1.0_0632880.1	TraesCS2D03G0076000.1
OG0013470	TraesPARA_EIv1.0_1464860.1	TraesCS4D03G0527300.1
OG0013471	TraesPARA_EIv1.0_1084190.1	TraesCS3D03G0319200.1
OG0013472	TraesPARA_EIv1.0_0287630.1	TraesCS1D03G0615200.1
OG0013474	TraesPARA_EIv1.0_1864290.1	TraesCS5D03G0986300.1
OG0013475	TraesPARA_EIv1.0_2605080.1	TraesCS7D03G0954300.1
OG0013476	TraesPARA_EIv1.0_1462340.1	TraesCS4D03G0504900.1
OG0013477	TraesPARA_EIv1.0_1074520.1	TraesCS3D03G0225500.1
OG0013478	TraesPARA_EIv1.0_2608150.1	TraesCS7D03G0984200.1
OG0013479	TraesPARA_EIv1.0_2642540.1	TraesCS7D03G1302300.1
OG0013480	TraesPARA_EIv1.0_0691790.1	TraesCS2D03G0614100.1
OG0013481	TraesPARA_EIv1.0_1799670.1	TraesCS5D03G0363600.3
OG0013482	TraesPARA_EIv1.0_1799670.3	TraesCS5D03G0363600.2
OG0013483	TraesPARA_EIv1.0_0648870.1	TraesCS2D03G0215000.1
OG0013484	TraesPARA_EIv1.0_1863510.1	TraesCS5D03G0978300.1
OG0013485	TraesPARA_EIv1.0_1886030.1	TraesCS5D03G1212800.1
OG0013486	TraesPARA_EIv1.0_2209280.1	TraesCS6D03G0132600.1
OG0013487	TraesPARA_EIv1.0_0675790.1	TraesCS2D03G0474500.1
OG0013489	TraesPARA_EIv1.0_2529050.1	TraesCS7D03G0245800.1
OG0013490	TraesPARA_EIv1.0_1847460.1	TraesCS5D03G0822000.1
OG0013491	TraesPARA_EIv1.0_1497850.1	TraesCS4D03G0837400.1
OG0013492	TraesPARA_EIv1.0_0318640.1	TraesCS1D03G0934300.1
OG0013493	TraesPARA_EIv1.0_1840820.1	TraesCS5D03G0750900.1
OG0013495	TraesPARA_EIv1.0_1486200.3	TraesCS4D03G0736500.2
OG0013496	TraesPARA_EIv1.0_0705070.1	TraesCS2D03G0735000.1
OG0013497	TraesPARA_EIv1.0_1799230.1	TraesCS5D03G0359400.1
OG0013498	TraesPARA_EIv1.0_1857500.1	TraesCS5D03G0921400.1
OG0013499	TraesPARA_EIv1.0_2596850.1	TraesCS7D03G0877200.1
OG0013500	TraesPARA_EIv1.0_2187280.1	TraesCS6D03G0307500.1
OG0013501	TraesPARA_EIv1.0_0760180.1	TraesCS2D03G1255900.1
OG0013502	TraesPARA_EIv1.0_1059860.1	TraesCS3D03G0082400.1
OG0013503	TraesPARA_EIv1.0_2569150.1	TraesCS7D03G0627600.1
OG0013504	TraesPARA_EIv1.0_2631550.1	TraesCS7D03G1201000.1
OG0013505	TraesPARA_EIv1.0_1053760.1	TraesCS3D03G0027600.1
OG0013506	TraesPARA_EIv1.0_0291140.1	TraesCS1D03G0651700.1
OG0013507	TraesPARA_EIv1.0_2600310.2	TraesCS7D03G0912700.1
OG0013508	TraesPARA_EIv1.0_2600310.1	TraesCS7D03G0912700.2
OG0013509	TraesPARA_EIv1.0_0697980.1	TraesCS2D03G0668000.1
OG0013510	TraesPARA_EIv1.0_2602930.1	TraesCS7D03G0936200.1
OG0013511	TraesPARA_EIv1.0_1137610.1	TraesCS3D03G0798400.1
OG0013512	TraesPARA_EIv1.0_2156320.1	TraesCS6D03G0588700.1
OG0013515	TraesPARA_EIv1.0_0307510.1	TraesCS1D03G0819900.1
OG0013516	TraesPARA_EIv1.0_2597160.1	TraesCS7D03G0879600.1
OG0013517	TraesPARA_EIv1.0_0289560.1	TraesCS1D03G0636200.1
OG0013518	TraesPARA_EIv1.0_2134680.1	TraesCS6D03G0797100.1
OG0013519	TraesPARA_EIv1.0_1051580.1	TraesCS3D03G0009800.1
OG0013520	TraesPARA_EIv1.0_0699890.1	TraesCS2D03G0685600.1
OG0013521	TraesPARA_EIv1.0_1807950.1	TraesCS5D03G0438700.1
OG0013522	TraesPARA_EIv1.0_1485240.1	TraesCS4D03G0725700.1
OG0013523	TraesPARA_EIv1.0_0652770.1	TraesCS2D03G0253300.1
OG0013524	TraesPARA_EIv1.0_1863120.1	TraesCS5D03G0972900.1
OG0013525	TraesPARA_EIv1.0_1850640.1	TraesCS5D03G0854200.1
OG0013529	TraesPARA_EIv1.0_0735980.1	TraesCS2D03G1026200.1
OG0013530	TraesPARA_EIv1.0_1137320.2	TraesCS3D03G0795800.2
OG0013531	TraesPARA_EIv1.0_1137320.1	TraesCS3D03G0795800.1
OG0013532	TraesPARA_EIv1.0_1466410.1	TraesCS4D03G0541800.1
OG0013533	TraesPARA_EIv1.0_2590560.1	TraesCS7D03G0813600.1
OG0013534	TraesPARA_EIv1.0_0254320.1	TraesCS1D03G0285000.1
OG0013535	TraesPARA_EIv1.0_0699530.1	TraesCS2D03G0681500.1
OG0013536	TraesPARA_EIv1.0_0227150.1	TraesCS1D03G0021800.1
OG0013537	TraesPARA_EIv1.0_2173420.1	TraesCS6D03G0433400.1
OG0013538	TraesPARA_EIv1.0_2616420.1	TraesCS7D03G1064400.1
OG0013539	TraesPARA_EIv1.0_1883640.1	TraesCS5D03G1185800.1
OG0013541	TraesPARA_EIv1.0_2630100.1	TraesCS7D03G1190800.1
OG0013542	TraesPARA_EIv1.0_2221640.1	TraesCS6D03G0041900.1
OG0013543	TraesPARA_EIv1.0_2545070.1	TraesCS7D03G0399100.1
OG0013544	TraesPARA_EIv1.0_0249970.1	TraesCS1D03G0242000.1
OG0013545	TraesPARA_EIv1.0_1850790.1	TraesCS5D03G0855800.1
OG0013546	TraesPARA_EIv1.0_1856770.1	TraesCS5D03G0914800.1
OG0013547	TraesPARA_EIv1.0_2504990.4	TraesCS7D03G0021200.2
OG0013548	TraesPARA_EIv1.0_1875640.1	TraesCS5D03G1107100.1
OG0013550	TraesPARA_EIv1.0_1156270.1	TraesCS3D03G0983200.1
OG0013551	TraesPARA_EIv1.0_0240940.1	TraesCS1D03G0151100.1
OG0013552	TraesPARA_EIv1.0_2140620.1	TraesCS6D03G0739900.1
OG0013553	TraesPARA_EIv1.0_1818780.1	TraesCS5D03G0539600.1
OG0013554	TraesPARA_EIv1.0_0249370.1	TraesCS1D03G0235500.1
OG0013556	TraesPARA_EIv1.0_0723290.2	TraesCS2D03G0912400.2
OG0013557	TraesPARA_EIv1.0_0320060.1	TraesCS1D03G0949300.1
OG0013558	TraesPARA_EIv1.0_1800770.1	TraesCS5D03G0373100.1
OG0013559	TraesPARA_EIv1.0_0260750.4	TraesCS1D03G0342000.4
OG0013560	TraesPARA_EIv1.0_0306510.1	TraesCS1D03G0811000.1
OG0013561	TraesPARA_EIv1.0_2628050.1	TraesCS7D03G1169800.1
OG0013562	TraesPARA_EIv1.0_1088660.1	TraesCS3D03G0363400.1
OG0013563	TraesPARA_EIv1.0_2217480.1	TraesCS6D03G0077400.1
OG0013564	TraesPARA_EIv1.0_2626780.1	TraesCS7D03G1158600.1
OG0013565	TraesPARA_EIv1.0_1064900.1	TraesCS3D03G0129300.1
OG0013566	TraesPARA_EIv1.0_2537960.1	TraesCS7D03G0334400.1
OG0013568	TraesPARA_EIv1.0_0626080.1	TraesCS2D03G0019000.1
OG0013569	TraesPARA_EIv1.0_1833230.1	TraesCS5D03G0684000.2
OG0013570	TraesPARA_EIv1.0_1147680.1	TraesCS3D03G0897800.1
OG0013571	TraesPARA_EIv1.0_1800670.1	TraesCS5D03G0372300.1
OG0013572	TraesPARA_EIv1.0_0704530.1	TraesCS2D03G0728300.1
OG0013573	TraesPARA_EIv1.0_0238160.1	TraesCS1D03G0123400.1
OG0013574	TraesPARA_EIv1.0_1770800.1	TraesCS5D03G0125400.1
OG0013575	TraesPARA_EIv1.0_1145490.1	TraesCS3D03G0877700.1
